frequency,time,days,stationName,language,itu,txLocation,coordinates,power,azimuth,remarks
11945,0000-0157,1234567,R.ROMANIA INT.,Romanian,ROU,Galbeni-Bacau,464438N0265041E,300,310,RRO a25
11945,1300-1330,1234567,Reach Beyond Australia (HCJB),Dzongkha,AUS,Kununurra,154844S1284001E,100,310,HCA a25
11945,1420-1520,1234567,VO ISLAMIC REP.IRAN,Bengali,IRN,Sirjan,293548N0554707E,500,90,IRIB a25
11950,0258-0400,1234567,PBS Xizang,Chinese,TIB,Lhasa,293007N0905858E,100,290,CTB a25
11950,0500-0857,12.4567,PBS Xizang,Chinese,TIB,Lhasa,293007N0905858E,100,290,CTB a25=7240
11950,0400-0500,1234567,PBS Xizang (CNR1),Chinese,TIB,Lhasa,293007N0905858E,100,290,CTB a25
11950,2300-2400,.23456.,R.HABANA CUBA,Spanish Mesa Redonda,CUB,Bauta,225653N0823255W,100,340,RHC a24
11955,1130-1157,1234567,CHINA RADIO INTERNATIONAL,Filipino,CHN,Kunming-Anning 501,245235N1022917E,100,122,CRI a25
11955,1200-1227,1234567,CHINA RADIO INTERNATIONAL,Filipino,CHN,Kunming-Anning 501,245235N1022917E,100,122,CRI a25 VSCS
11955,1230-1330,1234567,CHINA RADIO INTERNATIONAL,Malaysian,CHN,Kunming-Anning,245255N1022945E,500,177,CRI a25 VSCS
11955,1330-1430,1234567,CHINA RADIO INTERNATIONAL,Indonesian,CHN,Kunming-Anning,245255N1022945E,500,177,CRI a25 VSCS
11955,2300-2400,1234567,CHINA RADIO INTERNATIONAL,English,CHN,Kunming-Anning 501,245235N1022917E,100,122,CRI a25
11960,0530-0557,1234567,R.ROMANIA INT.,English,ROU,Galbeni-Bacau,444457N0260610E,90,300,RRO a25
11965,1600-1700,1234567,CHINA RADIO INTERNATIONAL,English,TKS,Kashi-Saibagh 2022,392152N0754258E,500,298,CRI a25
11965,1000-1015,7,KTWR GUAM,Indonesian,GUM,Merizo,131641N1444024E,100,248,KTWR a25
11965,1000-1015,1,KTWR GUAM,Balinese,GUM,Merizo,131641N1444024E,100,248,KTWR a25
11965,1000-1030,234567,KTWR GUAM,Indonesian,GUM,Merizo,131641N1444024E,100,248,KTWR a25
11965,1015-1030,1,KTWR GUAM,Madurese,GUM,Merizo,131641N1444024E,100,248,KTWR a25
11965,1030-1100,17,KTWR GUAM,Indonesian,GUM,Merizo,131641N1444024E,100,248,KTWR a25
11965,1100-1115,7,KTWR GUAM,Msa/Malay,GUM,Merizo,131641N1444024E,100,263,KTWR a25
11965,1100-1116,23456,KTWR GUAM,English,GUM,Merizo,131641N1444024E,100,263,KTWR a25
11965,1100-1130,1,KTWR GUAM,English,GUM,Merizo,131641N1444024E,100,263,KTWR a25
11965,1115-1130,7,KTWR GUAM,English,GUM,Merizo,131641N1444024E,100,263,KTWR a25
11965,2055-2300,1234567,NHK WORLD RADIO JAPAN,Japanese,J,Ibaragi-Koga-Yamata,361024N1394923E,300,290,NHK a25
11965,1300-1355,1234567,VOICE OF TURKEY,Russian,TUR,Emirler,392406N0325121E,500,20,TRT a25
11965,2000-2100,1234567,World Christian Broadc.AfricavPa,English,MDG,Mahajanga 3,154338S0462646E,100,295,MWV KNLS a25
11970,2130-1500,1234567,SOH Xi Wang Zhi Sheng,Chinese/Cantonese,TWN,Miaoli,242317N1204253E,1,ND,SOH a25
11974.975,2100-1700,1234567,SOH Xi Wang Zhi Sheng,Chinese/Cantonese,TWN,Miaoli,242317N1204253E,1,ND,SOH a25
11975,0000-0057,1234567,CHINA RADIO INTERNATIONAL,Chinese,CHN,Kunming-Anning,245255N1022945E,500,177,CRI a25
11975,2130-2227,1234567,CHINA RADIO INTERNATIONAL,French,MLI,Bamako II,124115N0080126W,100,20,CRI a25
11975,1700-1957,1234567,R.ROMANIA INT.,Romanian,ROU,Galbeni-Bacau,464438N0265041E,300,285,RRO a25
11975,2000-2027,1234567,R.ROMANIA INT.,French,ROU,Galbeni-Bacau,464438N0265041E,90,285,RRO a25
11975,2030-2057,1234567,R.ROMANIA INT.,English,ROU,Galbeni-Bacau,464438N0265041E,90,300,RRO a25
11975,0305-0530,1234567,PBS Xinjiang,Kyrgyz,TKS,Urumqi,440934N0865357E,100,247,XJBS a25
11975,1005-1230,1234567,PBS Xinjiang,Kyrgyz,TKS,Urumqi,440934N0865357E,100,247,XJBS a25//9705
11980,0100-0200,1234567,CHINA RADIO INTERNATIONAL,Amoy,CHN,Kunming-Anning 501,245235N1022917E,100,184,CRI a25
11980,0900-1057,1234567,CHINA RADIO INTERNATIONAL,Chinese,CHN,Kunming-Anning 501,245235N1022917E,100,184,CRI a25
11980,1200-1357,1234567,CHINA RADIO INTERNATIONAL,English,CHN,Kunming-Anning 501,245235N1022917E,150,177,CRI a25
11985,1100-1200,1234567,CHINA RADIO INTERNATIONAL,Mongolian,TKS,Urumqi Hutubi 201,440853N0865345E,100,80,CRI a25
11989.942,2100-1600,1234567,SOH Xi Wang Zhi Sheng,Chinese/Cantonese,TWN,Miaoli,242317N1204253E,1,ND,SOH a25
11990,0000-0057,1234567,CHINA RADIO INTERNATIONAL,Khmer,CHN,Nanning 954,224733N1081127E,100,200,CRI a25
11995,1400-1500,1234567,BBC,Dari,OMA,Al Seela,215538N0593741E,250,35,BBC a25
11995,1500-1600,1234567,BBC,Pashto,OMA,Al Seela,215538N0593741E,250,35,BBC a25
11995,0600-0630,1234567,R.FRANCE INT.,Hausa,F,Issoudun,465704N0015305E,250,170,RFI a25
11995,1900-2000,1234567,R.FRANCE INT.,French,F,Issoudun,465704N0015305E,250,200,RFI a25
11995,2000-2059,1234567,R.FRANCE INT.,French,F,Issoudun,465704N0015305E,250,185,RFI a25
11995,2100-2200,1234567,R.FRANCE INT.,French,F,Issoudun,465704N0015305E,250,190,RFI a25
12000,0300-0357,1234567,CHINA RADIO INTERNATIONAL,English,TKS,Kashi-Saibagh 2022,392152N0754258E,100,174,CRI a25
12005,1430-1500,.23456.,BBC,Korean,UZB,Tashkent,411313N0690902E,100,76,_BBC a25 Apr.15-
12005,0900-1000,1234567,CHINA RADIO INTERNATIONAL,Chinese,CHN,Kunming-Anning,245255N1022945E,500,135,CRI a25
12005,1000-1100,1234567,CHINA RADIO INTERNATIONAL,Cantonese,CHN,Kunming-Anning,245255N1022945E,500,135,CRI a25
12005,1530-1600,.23456.,BBC,Korean,UZB,Tashkent,411313N0690902E,100,76,_BBC a25 Apr.15-
12005,1630-1700,.23456.,BBC,Korean,UZB,Tashkent,411313N0690902E,100,76,_BBC a25 Apr.15-
12005,1730-1800,.23456.,BBC,Korean,UZB,Tashkent,411313N0690902E,100,76,_BBC a25 Apr.15-
12010,1400-1457,1234567,CHINA RADIO INTERNATIONAL,Vietnamese,CHN,Baoji-Xinjie 722,344135N1065627E,150,195,CRI a25
12010,2155-2200,1234567,CNR 6,Chinese,CHN,Nanning 954,224732N1081129E,100,142,CNR6 a24
12010,2200-0200,1234567,CNR 6,Amoy,CHN,Nanning 954,224732N1081129E,100,142,CNR6 a24=13670
12010,1130-1145,1234567,Reach Beyond Australia (HCJB),Rohingya,AUS,Kununurra,154844S1284001E,100,310,HCA a25
12010,1145-1200,1234567,Reach Beyond Australia (HCJB),Burmese,AUS,Kununurra,154844S1284001E,100,335,HCA a25
12010,1200-1230,1234567,Reach Beyond Australia (HCJB),Matu,AUS,Kununurra,154844S1284001E,100,335,HCA a25
12015,1700-1757,1234567,CHINA RADIO INTERNATIONAL,English,CHN,Beijing 572,394451N1164849E,500,318,CRI a25
12015,1400-1457,1234567,Voice of Korea,Russian,KRE,Kujang,400456N1260639E,200,325,VOK a25
12015,1500-1557,1234567,Voice of Korea,Russian,KRE,Kujang,400456N1260639E,200,325,VOK a25
12015,1600-1657,1234567,Voice of Korea,German,KRE,Kujang,400456N1260639E,200,325,VOK a25
12015,1700-1757,1234567,Voice of Korea,Russian,KRE,Kujang,400456N1260639E,200,325,VOK a25
12015,1800-1857,1234567,Voice of Korea,German,KRE,Kujang,400456N1260639E,200,325,VOK a25
12015,1900-1957,1234567,Voice of Korea,German,KRE,Kujang,400456N1260639E,200,325,VOK a25
12015,2000-2050,1234567,Voice of Korea (KCBS),Korean,KRE,Kujang,400456N1260639E,200,325,VOK a25
12015,1300-1330,1234567,VOICE OF MONGOLIA,Japanese,MNG,Ulaanbaatar,474759N1071035E,250,116,VOM a25
12015,1330-1400,1234567,VOICE OF MONGOLIA,Mongolian,MNG,Ulaanbaatar,474759N1071035E,250,116,VOM a25
12015,1400-1430,1234567,VOICE OF MONGOLIA,Chinese,MNG,Ulaanbaatar,474759N1071035E,250,178,VOM a25
12015,1430-1500,1234567,VOICE OF MONGOLIA,English,MNG,Ulaanbaatar,474759N1071035E,250,178,VOM a25
12020,1000-1030,1234567,VOICE OF VIETNAM,English,VTN,Hanoi-Sontay,210812N1052506E,100,177,VOV a25
12020,1030-1100,1234567,VOICE OF VIETNAM,Indonesian,VTN,Hanoi-Sontay,210812N1052506E,100,177,VOV a25
12020,1100-1130,1234567,VOICE OF VIETNAM,Japanese,VTN,Hanoi-Sontay,210812N1052506E,100,57,VOV a25
12020,1130-1200,1234567,VOICE OF VIETNAM,English,VTN,Hanoi-Sontay,210812N1052506E,100,57,VOV a25
12020,1200-1228,1234567,VOICE OF VIETNAM,Japanese,VTN,Hanoi-Sontay,210812N1052506E,100,57,VOV a25
12020,1300-1330,1234567,VOICE OF VIETNAM,Indonesian,VTN,Hanoi-Sontay,210812N1052506E,100,57,VOV a25
12020,1330-1400,1234567,VOICE OF VIETNAM,English,VTN,Hanoi-Sontay,210812N1052506E,100,57,VOV a25
12020,1400-1430,1234567,VOICE OF VIETNAM,Japanese,VTN,Hanoi-Sontay,210812N1052506E,100,57,VOV a25
12020,1430-1500,1234567,VOICE OF VIETNAM,Indonesian,VTN,Hanoi-Sontay,210812N1052506E,100,177,VOV a25
12020,1500-1530,1234567,VOICE OF VIETNAM,English,VTN,Hanoi-Sontay,210812N1052506E,100,177,VOV a25
12020,2300-2330,1234567,VOICE OF VIETNAM,Indonesian,VTN,Hanoi-Sontay,210812N1052506E,100,177,VOV a25
12020,2330-2400,1234567,VOICE OF VIETNAM,English,VTN,Hanoi-Sontay,210812N1052506E,100,177,VOV a25
12025,1300-1357,1234567,CHINA RADIO INTERNATIONAL,Korean,CHN,Xianyang 594,342231N1083638E,500,73,CRI a25
12025,1400-1500,1234567,CHINA RADIO INTERNATIONAL,Chinese,TKS,Urumqi Hutubi 201,440853N0865345E,500,270,CRI a25
12030,0700-1200,17,Radio Delta International,Dutch/English,HOL,Elburg,5226N00552E,1,ND,RDI b24
12035,0400-0700,1234567,R.FARDA,Persian,UAE,Al-Dhabbiya,241343N0542456E,250,35,RFE/ENC a25 Jun.21-
12035,1300-1700,1234567,R.FARDA,Persian,UAE,Al-Dhabbiya,241343N0542456E,250,35,RFE/ENC a25 Jun.20-
12035,1900-2300,1234567,R.FARDA,Persian,G,Woofferton,521625N0024942W,250,90,RFE/ENC a25 Jun.20-
12040,1200-1230,......7,KTWR GUAM,Burmese,GUM,Merizo,131641N1444024E,100,293,KTWR b24
12040,1215-1245,23456,KTWR GUAM,English,GUM,Merizo,131641N1444024E,200,320,KTWR b24
12040,1230-1245,1,KTWR GUAM,Sgaw Karen,GUM,Merizo,131641N1444024E,100,293,KTWR a25 DRM
12045,0600-0900,12.4567,CNR 1 Voice of China,Chinese,CHN,Beijing 572,394451N1164849E,100,285,CNR1 a25
12045,0900-1200,1234567,CNR 1 Voice of China,Chinese,CHN,Beijing 572,394451N1164849E,100,285,CNR1=9860 a25
12045,2300-0600,1234567,CNR 1 Voice of China,Chinese,CHN,Beijing 572,394451N1164849E,100,285,CNR1 a25
12050,0000-0600,1234567,EWTN 3,Spanish,USA,Vandiver,333013N0862827W,100,155,EWTN3 a25
12050,1400-2400,1234567,EWTN 3,Spanish,USA,Vandiver,333013N0862827W,100,155,EWTN3 a25
12050,0700-0800,1234567,Radio Ndarason International,Kanuri,ASC,Ascension,075354S0142239W,250,65,AID/ENC b24
12050,1800-1900,1234567,Radio Ndarason International,Kanuri,G,Woofferton,521625N0024942W,250,152,AID/ENC b24
12050,1900-2100,1234567,Radio Ndarason International,Kanuri,ASC,Ascension,075354S0142239W,250,55,AID/ENC b24
12055,0600-0800,12.4567,CNR 17,Kazakh,CHN,Lingshi 725,365216N1115547E,100,298,CNR17 a25
12055,0800-0900,12.4567,CNR 17,Chinese,CHN,Lingshi 725,365216N1115547E,100,298,CNR17 a25
12055,0900-1157,1234567,CNR 17,Kazakh,CHN,Lingshi 725,365216N1115547E,100,298,CNR17 a25=9630
12055,2355-0600,1234567,CNR 17,Kazakh,CHN,Lingshi 725,365216N1115547E,100,298,CNR17 a25
12055,0015-0045,1234567,FEBC RADIO,Lahu,PHL,Bocaue,144809N1205438E,100,305,FEBC a25
12055,0045-0100,1234567,FEBC RADIO,Wa,PHL,Bocaue,144809N1205438E,100,305,FEBC a25
12055,2300-2330,23456,FEBC RADIO,Shn/Shan,PHL,Bocaue,144809N1205438E,100,305,FEBC a25
12055,2330-2345,1234567,FEBC RADIO,"Palaung, Pale",PHL,Bocaue,144809N1205438E,100,305,FEBC a25
12055,2345-0015,1234567,FEBC RADIO,Lu (khb),PHL,Bocaue,144809N1205438E,100,305,FEBC a25
12060,1700-2100,17,Radio Delta International,Dutch/English,HOL,Elburg,5226N00552E,1,ND,RDI b24
12065,0300-0330,23456,BBC,Swahili,ASC,Ascension,075354S0142239W,250,85,BBC a25
12065,1000-1030,1234567,CNR 1 Jamming,Chinese,CHN,Qiqihar 2021,472128N1241458E,100,203,CNR1 Jam.a25
12065,0900-1000,1234567,R.TAIWAN INT.,Amoy,TWN,Paochung,234334N1201802E,100,225,RTI a25
12065,1000-1030,1234567,R.TAIWAN INT.,Cantonese,TWN,Paochung,234334N1201802E,100,225,RTI a25
12065,1030-1100,1234567,R.TAIWAN INT.,Hakka,TWN,Paochung,234334N1201802E,100,225,RTI a25
12070,1130-1157,1234567,CHINA RADIO INTERNATIONAL,Filipino,CHN,Nanning 954,224733N1081127E,100,130,CRI a25
12070,2300-0100,1234567,FEBC Radio Liangyou 1,Chinese,PHL,Iba,152154N1195710E,100,330,FEBC a25
12075,0700-0900,.23456.,WINB DRM,English(Digital),USA,Red Lion,395418N0763457W,15,62,WINB a23
12075,0700-1000,1......,WINB DRM,English(Digital),USA,Red Lion,395418N0763457W,15,62,WINB a23
12080,0000-0600,1234567,CNR 2-China Business Radio,Chinese,CHN,Baoji-Sifangshan 724,342702N1074130E,100,255,CNR2 a25
12080,0600-0900,123.567,CNR 2-China Business Radio,Chinese,CHN,Baoji-Sifangshan 724,342702N1074130E,100,255,CNR2 a25
12080,0900-1000,1234567,CNR 2-China Business Radio,Chinese,CHN,Baoji-Sifangshan 724,342702N1074130E,100,255,CNR2=9755 a25
12085,2300-2357,1234567,CHINA RADIO INTERNATIONAL,Mongolian,CHN,Xianyang 594,342231N1083638E,500,354,CRI a25
12085,1200-2300,1......,Radio Delta International,Dutch/English,HOL,Elburg,5226N00552E,1,ND,RDI b24
12085,0900-0928,1234567,VOICE OF MONGOLIA,English,MNG,Ulaanbaatar,474759N1071035E,250,178,VOM a25
12085,0928-1000,1234567,VOICE OF MONGOLIA,Mongolian,MNG,Ulaanbaatar,474759N1071035E,250,116,VOM a25
12085,1000-1030,1234567,VOICE OF MONGOLIA,Chinese,MNG,Ulaanbaatar,474759N1071035E,250,116,VOM a25
12085,1030-1100,1234567,VOICE OF MONGOLIA,Japanese,MNG,Ulaanbaatar,474759N1071035E,250,116,VOM a25
12095,0000-0200,1234567,BBC,English,OMA,Al Seela,215538N0593741E,250,63,BBC a25
12095,0200-0230,1234567,BBC,Pashto,OMA,Al Seela,215538N0593741E,250,35,BBC a25
12095,0230-0300,1234567,BBC,Dari,OMA,Al Seela,215538N0593741E,250,35,BBC a25
12095,0300-0330,1234567,BBC,Pashto,OMA,Al Seela,215538N0593741E,250,35,BBC a25
12095,0400-0500,1234567,BBC,English,MDG,Talata-Volonondry,184509S0473654E,250,300,BBC a25
12095,0600-0629,1234567,BBC,French,ASC,Ascension,075354S0142239W,250,70,BBC a25
12095,0629-0700,1234567,BBC,Hausa,ASC,Ascension,075354S0142239W,125,55,BBC a25
12095,1400-1500,.23456.,BBC,Somali,UAE,Al-Dhabbiya,241012N0541459E,250,225,BBC a25
12095,1500-1600,23456,BBC,English,OMA,Al Seela,215538N0593741E,250,225,BBC a25
12095,1530-1730,1,BBC,English,OMA,Al Seela,215538N0593741E,250,225,BBC a25
12095,1600-1700,23456,BBC,English,OMA,Al Seela,215538N0593741E,250,225,BBC a25
12095,1830-1850,.23456.,BBC,Amharic,CVA,Santa Maria di Galeria,420239N0121922E,250,130,BBC a25
12095,1850-1910,.23456.,BBC,Oromo,CVA,Santa Maria di Galeria,420239N0121922E,250,130,BBC a25
12095,1910-1930,.23456.,BBC,Tigrinya,CVA,Santa Maria di Galeria,420239N0121922E,250,130,BBC a25
12095,1000-1030,.23456.,FEBC RADIO,mww/Hmong-Daw,PHL,Bocaue,144809N1205438E,100,293,FEBC a25
12095,1030-1100,1234567,FEBC RADIO,khb/Lu,PHL,Bocaue,144809N1205438E,100,293,FEBC a25
12095,1100-1130,1234567,FEBC RADIO,Hmong-Blue/Njua,PHL,Bocaue,144809N1205438E,100,293,FEBC a25
12095,1130-1200,1234567,FEBC RADIO,Laotian,PHL,Bocaue,144809N1205438E,100,305,FEBC a25
12095,1200-1230,1234567,FEBC RADIO,Iu Mien,PHL,Bocaue,144809N1205438E,100,305,FEBC a25
12095,1230-1245,1234567,FEBC RADIO,Achang,PHL,Bocaue,144809N1205438E,100,305,FEBC a25
12095,1245-1300,1234567,FEBC RADIO,Tai Dam,PHL,Bocaue,144809N1205438E,100,305,FEBC a25
12095,1300-1330,1234567,FEBC RADIO,Hmong-Black,PHL,Bocaue,144809N1205438E,100,280,FEBC a25
12095,1330-1400,1234567,FEBC RADIO,Khmu,PHL,Bocaue,144809N1205438E,100,280,FEBC a25
12095,2230-2330,.23456.,FEBC RADIO,mww/Hmong-Daw,PHL,Bocaue,144809N1205438E,100,293,FEBC a25
12095,2300-2330,17,FEBC RADIO,hnj/Hmong-Njua,PHL,Bocaue,144809N1205438E,100,293,FEBC a25
12120,1200-1215,1234567,FEBC RADIO,Rawang,PHL,Bocaue,144809N1205438E,100,293,FEBC a25
12120,1215-1230,1234567,FEBC RADIO,Akha,PHL,Bocaue,144809N1205438E,100,293,FEBC a25
12120,1230-1245,1234567,FEBC RADIO,Naga,PHL,Bocaue,144809N1205438E,100,293,FEBC a25
12120,1245-1259,1234567,FEBC RADIO,Chin-Daai,PHL,Bocaue,144809N1205438E,100,293,FEBC a25
12120,1330-1400,23456,FEBC RADIO,Burmese,PHL,Bocaue,144809N1205438E,100,293,FEBC a25
12120,1300-1330,1234567,FEBC Radio Liangyou,Lisu,PHL,Bocaue,144809N1205438E,100,293,FEBC a25
12150.06,2130-1700,1234567,SOH Xi Wang Zhi Sheng,Chinese/Cantonese,TWN,Miaoli,242317N1204253E,1,ND,SOH a25
12159.926,2050-1600,1234567,SOH Xi Wang Zhi Sheng,Chinese/Cantonese,TWN,Miaoli,242317N1204253E,0.1,ND,SOH a25
12160,1115-1145,.23456.,KTWR GUAM,Chinese,GUM,Merizo TX7,131641N1444024E,200,315,KTWR b24
12160,1145-1200,1234567,KTWR GUAM Do You Know,Hakka,GUM,Merizo TX7,131641N1444024E,200,315,KTWR b24
12160,1200-1215,1234567,KTWR GUAM Do You Know,Chinese,GUM,Merizo TX7,131641N1444024E,200,315,KTWR b24
12160,1215-1230,.234567,KTWR GUAM Do You Know,Nosu Yi,GUM,Merizo TX7,131641N1444024E,200,315,KTWR b24
12160,1230-1245,.23456.,KTWR GUAM Do You Know,Chinese,GUM,Merizo TX7,131641N1444024E,200,315,KTWR b24
12160,1500-1700,1234567,WWCR NASHVILLE,English,USA,Nashville,361230N0865338W,100,85,WWCR2 a21
12160,1700-1800,.234567,WWCR NASHVILLE,English,USA,Nashville,361230N0865338W,100,85,WWCR2 a21
12160,1800-1900,123456.,WWCR NASHVILLE,English,USA,Nashville,361230N0865338W,100,85,WWCR2 a21
12160,1800-1900,1......,WWCR The Overcomer Ministry,English,USA,Nashville,361230N0865338W,100,85,TOM WWCR2 a24
12160,2000-2100,......7,WWCR The Overcomer Ministry,English,USA,Nashville,361230N0865338W,100,85,TOM WWCR2 a24
12180,0955-1050,..3.5.7,Cuban Spy Numers,Spanish,CUB,Bejucal,225157N0821858W,50,ND,HM01 Random numbers
12189.934,2200-1600,1234567,SOH Xi Wang Zhi Sheng,Chinese/Cantonese,TWN,Miaoli,242317N1204253E,1,ND,SOH a25
12209.933,2100-1500,1234567,SOH Xi Wang Zhi Sheng,Chinese/Cantonese,TWN,Miaoli,242317N1204253E,1,ND,SOH a25
12229.967,2130-1700,1234567,SOH Xi Wang Zhi Sheng,Chinese/Cantonese,TWN,Miaoli,242317N1204253E,1,ND,SOH a25
12255,1400-2230,1......,ReflectionsEurope,English,IRL,Donegal,552219N0072021W,0.2,ND,//6295
12279.923,2130-1500,1234567,SOH Xi Wang Zhi Sheng,Chinese,TWN,Miaoli,242317N1204253E,0.1,ND,SOH a25
12344.935,2130-1500,1234567,SOH Xi Wang Zhi Sheng,Chinese,TWN,Miaoli,242317N1204253E,1,ND,SOH a25
12364.888,2105-1600,1234567,SOH Xi Wang Zhi Sheng,Chinese/Cantonese,TWN,Miaoli,242317N1204253E,0.1,ND,SOH a25
12429.93,2100-1700,1234567,SOH Xi Wang Zhi Sheng,Chinese/Cantonese,TWN,Miaoli,242317N1204253E,1,ND,SOH a25
12499.918,2135-1700,1234567,SOH Xi Wang Zhi Sheng,Chinese/Cantonese,TWN,Miaoli,242317N1204253E,0.1,ND,SOH a25
12549.56,2100-1700,1234567,SOH Xi Wang Zhi Sheng,Chinese/Cantonese,TWN,Miaoli,242317N1204253E,1,ND,SOH a25
12775,2130-1400,1234567,SOH Xi Wang Zhi Sheng,Chinese/Cantonese,TWN,Miaoli,242317N1204253E,0.1,ND,SOH a25
12794.975,2130-1600,1234567,SOH Xi Wang Zhi Sheng,Chinese/Cantonese,TWN,Miaoli,242317N1204253E,1,ND,SOH a25
12819.912,2130-1600,1234567,SOH Xi Wang Zhi Sheng,Chinese/Cantonese,TWN,Miaoli,242317N1204253E,1,ND,SOH a25
12835.022,2230-1300,1234567,SOH Xi Wang Zhi Sheng,Chinese,TWN,Miaoli,242317N1204253E,1,ND,SOH a25
12864.986,2130-1600,1234567,SOH Xi Wang Zhi Sheng,Chinese/Cantonese,TWN,Miaoli,242317N1204253E,1,ND,SOH a25
12870,2130-1600,1234567,SOH Xi Wang Zhi Sheng,Chinese/Cantonese,TWN,Miaoli,242317N1204253E,1,ND,SOH a25
12879.971,2130-1700,1234567,SOH Xi Wang Zhi Sheng,Chinese/Cantonese,TWN,Miaoli,242317N1204253E,0.1,ND,SOH a25
12920.083,2152-1700,1234567,SOH Xi Wang Zhi Sheng,Chinese/Cantonese,TWN,Pingtung,222305N1203752E,1,ND,SOH a25
12950,2130-1450,1234567,SOH Xi Wang Zhi Sheng,Chinese/Cantonese,TWN,Miaoli,242317N1204253E,0.1,ND,SOH a25
13019.719,2110-1700,1234567,SOH Xi Wang Zhi Sheng,Chinese/Cantonese,TWN,Miaoli,242317N1204253E,1,ND,SOH a25
13070.152,2208-1656,1234567,SOH Xi Wang Zhi Sheng,Chinese/Cantonese,TWN,Miaoli,242317N1204253E,0.1,ND,SOH a25
13159.884,2200-1700,1234567,SOH Xi Wang Zhi Sheng,Chinese/,TWN,Miaoli,242317N1204253E,1,ND,SOH a25
13435,0655-0750,..3.5.7,Cuban Spy Numers,Spanish,CUB,Bejucal,225157N0821858W,50,ND,HM01 Random numbers
13470,2130-1430,1234567,SOH Xi Wang Zhi Sheng,Chinese/Cantonese,TWN,Miaoli,242317N1204253E,1,ND,SOH a25
13494.975,2200-1700,1234567,SOH Xi Wang Zhi Sheng,Chinese/Cantonese,TWN,Miaoli,242317N1204253E,1,ND,SOH a25
13530.222,2110-1550,1234567,SOH Xi Wang Zhi Sheng,Chinese/Cantonese,TWN,Miaoli,242317N1204253E,1,ND,SOH a25
13549.964,2100-1600,1234567,SOH Xi Wang Zhi Sheng,Chinese/Cantonese,TWN,Miaoli,242317N1204253E,1,ND,SOH a25
13575,1200-1300,1234567,CHINA RADIO INTERNATIONAL,Russian,TKS,Urumqi Hutubi 201,440853N0865345E,500,308,CRI a25
13580,0000-0200,1234567,CHINA RADIO INTERNATIONAL,Chinese,CHN,Beijing 572,394451N1164849E,500,215,CRI a25
13580,1000-1100,1234567,CHINA RADIO INTERNATIONAL,English,CHN,Kunming-Anning,245255N1022945E,500,135,CRI a25
13580,0500-0527,1234567,R.ROMANIA INT.,French,ROU,Tiganesti,444457N0260610E,300,187,RRO a25
13580,1530-1545,26,TWR Africa,Arabic Juba,SWZ,Manzini,262017S0313555E,100,5,TWR b24
13580,1557-1657,1,TWR Africa,Kirghiz,SWZ,Manzini,262017S0313555E,100,5,TWR b24
13589.964,2200-1700,1234567,SOH Xi Wang Zhi Sheng,Chinese/Cantonese,TWN,Miaoli,242317N1204253E,1,ND,SOH a25
13590,0300-0500,1234567,CHINA RADIO INTERNATIONAL,English,CHN,Beijing 572,394451N1164849E,500,95,CRI a25
13590,1000-1200,1234567,CHINA RADIO INTERNATIONAL,English,CHN,Beijing 572,394451N1164849E,500,193,CRI a25
13600,0100-0157,1234567,CHINA RADIO INTERNATIONAL,Russian,CHN,Xianyang 594,342231N1083638E,500,292,CRI a25
13600,0200-0257,1234567,CHINA RADIO INTERNATIONAL,Tamil,TKS,Kashi-Saibagh 2022,392152N0754258E,100,173,CRI a25
13600,0300-0357,1234567,CHINA RADIO INTERNATIONAL,Tamil,TKS,Kashi-Saibagh 2022,392152N0754258E,100,173,CRI a25
13600,1200-1400,1234567,CHINA RADIO INTERNATIONAL,Russian,CHN,Xianyang 594,342231N1083638E,500,292,CRI a25
13600,1400-1457,1234567,CHINA RADIO INTERNATIONAL,Tamil,TKS,Kashi-Saibagh 2022,392152N0754258E,100,174,CRI a25
13600,0000-0020,1234567,NHK WORLD RADIO JAPAN,Indonesian,J,Ibaragi-Koga-Yamata,361024N1394923E,300,235,NHK a25
13600,0030-0050,..34567,NHK WORLD RADIO JAPAN,Burmese,J,Ibaragi-Koga-Yamata,361024N1394923E,300,235,NHK a25
13600,0030-0059,12.....,NHK WORLD RADIO JAPAN,Burmese,J,Ibaragi-Koga-Yamata,361024N1394923E,300,235,NHK a25
13600,2310-2330,1234567,NHK WORLD RADIO JAPAN,Thai,J,Ibaragi-Koga-Yamata,361024N1394923E,300,235,NHK a25
13600,2330-2340,.23456.,NHK WORLD RADIO JAPAN,Vietnamese,J,Ibaragi-Koga-Yamata,361024N1394923E,300,235,NHK a25
13600,2330-2351,17,NHK WORLD RADIO JAPAN,Vietnamese,J,Ibaragi-Koga-Yamata,361024N1394923E,300,235,NHK a25
13600,0700-0800,1234567,R.FRANCE INT. DRM 1000,French,F,Issoudun,465755N0015146E,100,239,RFI TDF DRM a25
13610,1100-1300,1234567,CHINA RADIO INTERNATIONAL,Chinese,TKS,Kashi-Saibagh 2022,392152N0754258E,100,209,CRI a25
13610,0600-0900,12.4567,CNR 1 Voice of China,Chinese,CHN,Nanning 954,224733N1081127E,150,155,CNR1 a25
13610,0900-1300,1234567,CNR 1 Voice of China,Chinese,CHN,Nanning 954,224733N1081127E,150,155,CNR1=9810 a25
13610,2300-0600,1234567,CNR 1 Voice of China,Chinese,CHN,Nanning 954,224733N1081127E,150,155,CNR1 a25
